"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2004","2004","CZK","Czech Koruna","0","Units",,,9461000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2005","2005","CZK","Czech Koruna","0","Units",,,10436000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2006","2006","CZK","Czech Koruna","0","Units",,,15423000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2007","2007","CZK","Czech Koruna","0","Units",,,16370000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2008","2008","CZK","Czech Koruna","0","Units",,,15257000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2009","2009","CZK","Czech Koruna","0","Units",,,15300000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2010","2010","CZK","Czech Koruna","0","Units",,,16942000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2011","2011","CZK","Czech Koruna","0","Units",,,14009000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2012","2012","CZK","Czech Koruna","0","Units",,,14351000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2013","2013","CZK","Czech Koruna","0","Units",,,13334000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2014","2014","CZK","Czech Koruna","0","Units",,,16167000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","CZK","Czech Koruna","0","Units",,,18675000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2016","2016","CZK","Czech Koruna","0","Units",,,20742600000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2017","2017","CZK","Czech Koruna","0","Units",,,18989000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2018","2018","CZK","Czech Koruna","0","Units",,,22347000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2019","2019","CZK","Czech Koruna","0","Units",,,25220000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2020","2020","CZK","Czech Koruna","0","Units",,,23382000000,,
"CZE","Czech Republic","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2021","2021","CZK","Czech Koruna","0","Units",,,29181000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1995","1995","DKK","Danish Krone","0","Units",,,4065000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1996","1996","DKK","Danish Krone","0","Units",,,4223000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1997","1997","DKK","Danish Krone","0","Units",,,3780000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1998","1998","DKK","Danish Krone","0","Units",,,4174000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1999","1999","DKK","Danish Krone","0","Units",,,4325000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2000","2000","DKK","Danish Krone","0","Units",,,4367000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2001","2001","DKK","Danish Krone","0","Units",,,4827000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2002","2002","DKK","Danish Krone","0","Units",,,5009000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2003","2003","DKK","Danish Krone","0","Units",,,5229000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2004","2004","DKK","Danish Krone","0","Units",,,5481000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2005","2005","DKK","Danish Krone","0","Units",,,5718000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2006","2006","DKK","Danish Krone","0","Units",,,5261000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2007","2007","DKK","Danish Krone","0","Units",,,5428000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2008","2008","DKK","Danish Krone","0","Units",,,5336000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2009","2009","DKK","Danish Krone","0","Units",,,6451000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2010","2010","DKK","Danish Krone","0","Units",,,7879000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2011","2011","DKK","Danish Krone","0","Units",,,6563000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2012","2012","DKK","Danish Krone","0","Units",,,7031000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2013","2013","DKK","Danish Krone","0","Units",,,6862000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2014","2014","DKK","Danish Krone","0","Units",,,5933000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","DKK","Danish Krone","0","Units",,,6025000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2016","2016","DKK","Danish Krone","0","Units",,,6848000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2017","2017","DKK","Danish Krone","0","Units",,,8313000000,,
"DNK","Denmark","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2018","2018","DKK","Danish Krone","0","Units",,,8582000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1995","1995","EUR","Euro","0","Units",,,23000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1996","1996","EUR","Euro","0","Units",,,21000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1997","1997","EUR","Euro","0","Units",,,26000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1998","1998","EUR","Euro","0","Units",,,25000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1999","1999","EUR","Euro","0","Units",,,14000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2000","2000","EUR","Euro","0","Units",,,14000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2001","2001","EUR","Euro","0","Units",,,15000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2002","2002","EUR","Euro","0","Units",,,16000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2003","2003","EUR","Euro","0","Units",,,21000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2004","2004","EUR","Euro","0","Units",,,23000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2005","2005","EUR","Euro","0","Units",,,25000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2006","2006","EUR","Euro","0","Units",,,28000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2007","2007","EUR","Euro","0","Units",,,32000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2008","2008","EUR","Euro","0","Units",,,38000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2009","2009","EUR","Euro","0","Units",,,39000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,38000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,39000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,44300000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,47200000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,46300000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,47500000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,43600000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,42000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,39000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,43000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,43000000,,
"EST","Estonia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2021","2021","EUR","Euro","0","Units",,,45000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1995","1995","EUR","Euro","0","Units",,,599000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1996","1996","EUR","Euro","0","Units",,,526000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1997","1997","EUR","Euro","0","Units",,,564000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1998","1998","EUR","Euro","0","Units",,,549000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1999","1999","EUR","Euro","0","Units",,,527000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2000","2000","EUR","Euro","0","Units",,,534000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2001","2001","EUR","Euro","0","Units",,,543000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2002","2002","EUR","Euro","0","Units",,,634000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2003","2003","EUR","Euro","0","Units",,,627000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2004","2004","EUR","Euro","0","Units",,,587000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2005","2005","EUR","Euro","0","Units",,,600000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2006","2006","EUR","Euro","0","Units",,,612000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2007","2007","EUR","Euro","0","Units",,,611000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2008","2008","EUR","Euro","0","Units",,,673000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2009","2009","EUR","Euro","0","Units",,,684000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,667000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,658000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,525000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,511000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,506000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,508900000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,544000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,548500000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,543000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,494000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,674000000,,
"FIN","Finland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2021","2021","EUR","Euro","0","Units",,,618000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1995","1995","EUR","Euro","0","Units",,,178000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1996","1996","EUR","Euro","0","Units",,,180000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1997","1997","EUR","Euro","0","Units",,,186000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1998","1998","EUR","Euro","0","Units",,,185000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1999","1999","EUR","Euro","0","Units",,,210000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2000","2000","EUR","Euro","0","Units",,,228000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2001","2001","EUR","Euro","0","Units",,,221000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2002","2002","EUR","Euro","0","Units",,,233000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2003","2003","EUR","Euro","0","Units",,,239000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2004","2004","EUR","Euro","0","Units",,,239000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2005","2005","EUR","Euro","0","Units",,,2189000000,"B","Break"
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2006","2006","EUR","Euro","0","Units",,,2235000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2007","2007","EUR","Euro","0","Units",,,2294000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2008","2008","EUR","Euro","0","Units",,,2286000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2009","2009","EUR","Euro","0","Units",,,2601000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,2431000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,2746000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,2851000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,2904000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,2760000000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,2598230000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,2430850000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,2369230000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,2370650000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,2327010000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,2371020000,,
"FRA","France","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2021","2021","EUR","Euro","0","Units",,,2541180000,"P","Provisional value"
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2000","2000","GEL","Lari","0","Units",,,15000000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2001","2001","GEL","Lari","0","Units",,,17000000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2002","2002","GEL","Lari","0","Units",,,16000000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2003","2003","GEL","Lari","0","Units",,,16000000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2004","2004","GEL","Lari","0","Units",,,15000000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2005","2005","GEL","Lari","0","Units",,,14000000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2006","2006","GEL","Lari","0","Units",,,22000000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2007","2007","GEL","Lari","0","Units",,,26000000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2008","2008","GEL","Lari","0","Units",,,26000000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2009","2009","GEL","Lari","0","Units",,,25819300,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2010","2010","GEL","Lari","0","Units",,,22055000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2011","2011","GEL","Lari","0","Units",,,31400000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2012","2012","GEL","Lari","0","Units",,,32000000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2013","2013","GEL","Lari","0","Units",,,31100000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2014","2014","GEL","Lari","0","Units",,,36667000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","GEL","Lari","0","Units",,,38897000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2016","2016","GEL","Lari","0","Units",,,46750000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2017","2017","GEL","Lari","0","Units",,,86000000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2018","2018","GEL","Lari","0","Units",,,90500000,,
"GEO","Georgia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2019","2019","GEL","Lari","0","Units",,,79200000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1995","1995","HUF","Forint","0","Units",,,15935000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1996","1996","HUF","Forint","0","Units",,,17701000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1997","1997","HUF","Forint","0","Units",,,28641000000,"B","Break"
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1998","1998","HUF","Forint","0","Units",,,37776000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1999","1999","HUF","Forint","0","Units",,,32288000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2000","2000","HUF","Forint","0","Units",,,27762000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2004","2004","HUF","Forint","0","Units",,,64063000000,"E","Estimated value"
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2005","2005","HUF","Forint","0","Units",,,70297000000,"E","Estimated value"
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2006","2006","HUF","Forint","0","Units",,,331613000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2007","2007","HUF","Forint","0","Units",,,343550000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2008","2008","HUF","Forint","0","Units",,,111829000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2009","2009","HUF","Forint","0","Units",,,127356000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2010","2010","HUF","Forint","0","Units",,,90493000000,"E","Estimated value"
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2011","2011","HUF","Forint","0","Units",,,71636000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2012","2012","HUF","Forint","0","Units",,,85581000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2013","2013","HUF","Forint","0","Units",,,109924000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2014","2014","HUF","Forint","0","Units",,,84213000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","HUF","Forint","0","Units",,,87464000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2016","2016","HUF","Forint","0","Units",,,91134000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2017","2017","HUF","Forint","0","Units",,,114246000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2018","2018","HUF","Forint","0","Units",,,121063118000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2019","2019","HUF","Forint","0","Units",,,122198000000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2020","2020","HUF","Forint","0","Units",,,135958356000,,
"HUN","Hungary","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2021","2021","HUF","Forint","0","Units",,,120924397000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1995","1995","ISK","Iceland Krona","0","Units",,,1172000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1996","1996","ISK","Iceland Krona","0","Units",,,1381000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1997","1997","ISK","Iceland Krona","0","Units",,,1282000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1998","1998","ISK","Iceland Krona","0","Units",,,1300000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","1999","1999","ISK","Iceland Krona","0","Units",,,1618000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2000","2000","ISK","Iceland Krona","0","Units",,,1789000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2001","2001","ISK","Iceland Krona","0","Units",,,2031000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2002","2002","ISK","Iceland Krona","0","Units",,,2070000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2003","2003","ISK","Iceland Krona","0","Units",,,2245000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2004","2004","ISK","Iceland Krona","0","Units",,,2307000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2005","2005","ISK","Iceland Krona","0","Units",,,2625000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2006","2006","ISK","Iceland Krona","0","Units",,,2835000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2007","2007","ISK","Iceland Krona","0","Units",,,3114000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2008","2008","ISK","Iceland Krona","0","Units",,,6700000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2009","2009","ISK","Iceland Krona","0","Units",,,5179000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2010","2010","ISK","Iceland Krona","0","Units",,,4679000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2011","2011","ISK","Iceland Krona","0","Units",,,4679000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2012","2012","ISK","Iceland Krona","0","Units",,,4787000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2013","2013","ISK","Iceland Krona","0","Units",,,4512000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2014","2014","ISK","Iceland Krona","0","Units",,,5000000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","ISK","Iceland Krona","0","Units",,,6350000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2016","2016","ISK","Iceland Krona","0","Units",,,6073000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2017","2017","ISK","Iceland Krona","0","Units",,,8195000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2018","2018","ISK","Iceland Krona","0","Units",,,10660000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2019","2019","ISK","Iceland Krona","0","Units",,,9760000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2020","2020","ISK","Iceland Krona","0","Units",,,10460000000,,
"ISL","Iceland","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2021","2021","ISK","Iceland Krona","0","Units",,,11050000000,,
"IND","India","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2004","2004","INR","Indian Rupee","0","Units",,,133966000000,,
"IND","India","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2005","2005","INR","Indian Rupee","0","Units",,,206824000000,,
"IND","India","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2006","2006","INR","Indian Rupee","0","Units",,,293203000000,,
"IND","India","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2007","2007","INR","Indian Rupee","0","Units",,,304622000000,,
"IND","India","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2008","2008","INR","Indian Rupee","0","Units",,,336866000000,,
"IND","India","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2009","2009","INR","Indian Rupee","0","Units",,,420607000000,,
"IND","India","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2010","2010","INR","Indian Rupee","0","Units",,,568069000000,,
"IND","India","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2011","2011","INR","Indian Rupee","0","Units",,,603470000000,,
"IND","India","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2012","2012","INR","Indian Rupee","0","Units",,,533240000000,,
"IND","India","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2013","2013","INR","Indian Rupee","0","Units",,,547700000000,,
"IND","India","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2014","2014","INR","Indian Rupee","0","Units",,,585610000000,,
"IND","India","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","INR","Indian Rupee","0","Units",,,532940000000,,
