"LOCATION","Country","STATISTICS","Reference Statistics","UNIT_MEASURE","Unit of measurement","TIME","Year","Value","Flag Codes","Flags"
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",908439168,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",957447808,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",1005601472,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",1089660160,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",1154216448,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",1205347712,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1322611200,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",1388937216,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",1440111360,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",1500819072,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",1562928896,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",1658020352,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",1740779648,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",1835698176,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",1898192640,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",1924498048,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",1940726144,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",2071657984,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",91750200,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",105634896,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",120597600,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",135679696,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",145106592,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",153571104,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",178009696,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",194957696,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",260512896,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",255654896,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",267103296,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",287113408,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",305520992,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",344079808,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",389086912,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",391488896,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",422020000,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",443590688,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",452201408,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",475459296,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",504008384,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",527386208,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",555678976,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",591234624,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",651849216,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",740039872,,
"KOR","Korea","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",787143488,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",15239.441,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",16037.154,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",17349.211,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",18131.018,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",20547.76,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",22986.027,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",23879.889,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",25011.094,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",26227.287,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",28189.387,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",30280.986,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",34175.047,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",37641.902,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",40009.559,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",39050.742,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",42402.715,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",44323.465,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",46526.238,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",49094.488,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",51791.32,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",54142.305,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",56208.066,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",58168.785,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",60121.164,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",62373.59,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",64780.988,,
"LUX","Luxembourg","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",72295.031,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",6304.1099,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",6680.0298,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",7206.29,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",7601.98,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",8254.7305,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",8730.4697,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",9106.3896,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",10444.62,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",11366.3,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",12311.95,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",13154.19,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",13462.25,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",14072.58,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",15173.12,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",16672.59,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",17817.09,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",18393.609,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",19453.801,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",20244.73,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",21030.48,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",21861.381,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",22509.631,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",24010.561,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",25431.02,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",26901.289,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",30273.119,,
"LUX","Luxembourg","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",31006.199,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",2311458.5,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",3123168,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",3962524.3,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",4810123.5,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",5738466.5,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",6693683,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",7069377.5,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",7455459,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",7868809.5,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",8828367,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",9562648,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",10630939,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",11504076,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",12353845,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",12162763,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",13366377,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",14665576,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",15817755,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",16277187,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",17484306,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",18572110,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",20129058,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",21934168,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",23524390,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",24445736,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",23430378,,
"MEX","Mexico","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",25803508,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",460123,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",683261,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",859547,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",992023,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",1215260,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",1360280,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",1453700,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",1547350,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",1667494.4,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",1860050.1,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",2025089.9,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",2332565.3,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",2483971.5,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",3091949.3,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",3097721,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",3400764.5,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",4222624,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",4512038.5,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",4629374.5,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",4904170.5,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",5237532,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",5368909.5,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",5724004.5,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",6459365,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",6617354.5,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",6931921.5,,
"MEX","Mexico","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",7482961,,
"NLD","Netherlands","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",329547,,
"NLD","Netherlands","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",344625,,
"NLD","Netherlands","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",369046,,
"NLD","Netherlands","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",394295,,
"NLD","Netherlands","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",419459,,
"NLD","Netherlands","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",452007,,
