Year,Country,COUNTRY,VARIABLE,Variable,YEAR,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Injuries,Flag Codes,Flags,Population,Passenger_kilometres,Injuries_passenger_kilometres,Percentage_inj_pk_pop,Percentage_inj_pop
2019,Portugal,PRT,T-ACCI-CAS,Road casualties (injured + killed),2019.0,PER,Persons,0.0,Units,,,48025.0,,,10354445.5,,,,0.4638104474063821
2020,Portugal,PRT,T-ACCI-CAS,Road casualties (injured + killed),2020.0,PER,Persons,0.0,Units,,,34471.0,,,10384846.0,,,,0.3319355915340487
2021,Portugal,,,,,,,,,,,,,,10407707.0,,,,
1995,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),1995.0,PER,Persons,0.0,Units,,,12233.0,,,5363676.0,29168.0,419.39797037849695,0.007819226410739517,0.22807119594845027
1996,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),1996.0,PER,Persons,0.0,Units,,,12264.0,,,5373793.0,29090.0,421.5881746304572,0.007845262640940156,0.22821869022494912
1997,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),1997.0,PER,Persons,0.0,Units,,,13361.0,,,5383233.0,28537.0,468.19918001191434,0.008697360489726422,0.24819657629532288
1998,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),1998.0,PER,Persons,0.0,Units,,,13721.0,,,5390866.0,28142.0,487.56307298699454,0.009044243967240042,0.2545231137260693
1999,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),1999.0,PER,Persons,0.0,Units,,,12113.0,,,5395324.0,29374.0,412.3714849867229,0.007643127363374709,0.22450922317176875
2000,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2000.0,PER,Persons,0.0,Units,,,10722.0,,,5400679.0,32364.0,331.2940304041528,0.006134303305272408,0.19853059217183616
2001,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2001.0,PER,Persons,0.0,Units,,,11464.0,,,5379780.0,32309.0,354.82373332507973,0.006595506383626834,0.21309421574859938
2002,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2002.0,PER,Persons,0.0,Units,,,10889.0,,,5378809.0,33214.0,327.8436803757452,0.006095098011023354,0.2024425853381297
2003,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2003.0,PER,Persons,0.0,Units,,,11974.0,,,5378950.0,32981.0,363.05751796488886,0.006749598303849057,0.22260850165924576
2004,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2004.0,PER,Persons,0.0,Units,,,11798.0,,,5382574.0,32214.0,366.2382814925188,0.006804147634431386,0.21918881189557263
2005,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2005.0,PER,Persons,0.0,Units,,,11090.0,,,5387285.0,33564.0,330.41353831486117,0.006133210667615713,0.2058550828478538
2006,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2006.0,PER,Persons,0.0,Units,,,11300.0,,,5391184.0,33736.0,334.95375859615837,0.006212990663946145,0.2096014530388872
2007,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2007.0,PER,Persons,0.0,Units,,,11971.0,,,5397766.0,33731.0,354.8960896504699,0.006574869856352979,0.2217769351246423
2008,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2008.0,PER,Persons,0.0,Units,,,11646.0,,,5406972.0,32962.0,353.31593956677386,0.006534451067376969,0.21538857608287965
2009,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2009.0,PER,Persons,0.0,Units,,,8918.0,,,5418374.0,31715.0,281.19186504808454,0.005189598670156112,0.16458812182400107
2010,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2010.0,PER,Persons,0.0,Units,,,8503.0,,,5431024.0,32021.0,265.54448643077984,0.004889399981122894,0.15656347679553617
2011,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2011.0,PER,Persons,0.0,Units,,,7382.0,,,5398384.0,32225.0,229.0768037238169,0.004243432918514446,0.13674462579912802
2012,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2012.0,PER,Persons,0.0,Units,,,6790.0,,,5407579.0,32235.0,210.64060803474484,0.0038952848961567614,0.1255645086276132
2013,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2013.0,PER,Persons,0.0,Units,,,6562.0,,,5413392.5,32321.0,203.02589647597537,0.0037504373916351966,0.1212178869350412
2014,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2014.0,PER,Persons,0.0,Units,,,6912.0,,,5418649.0,32532.0,212.46772408705274,0.003921046077851744,0.12755947100467294
2015,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2015.0,PER,Persons,0.0,Units,,,7059.0,,,5423800.5,32799.0,215.21997621878717,0.0039680658648633405,0.13014859230165268
2016,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2016.0,PER,Persons,0.0,Units,,,7216.0,,,5430797.5,33665.0,214.3472449131145,0.003946883398121814,0.13287182959777086
2017,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2017.0,PER,Persons,0.0,Units,,,7160.0,,,5439231.5,34050.0,210.2790014684288,0.0038659689602920703,0.131636243097945
2018,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2018.0,PER,Persons,0.0,Units,,,7175.0,,,5446770.5,34699.0,206.77829332257414,0.003796346721834051,0.13172943490091973
2019,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2019.0,PER,Persons,0.0,Units,,,6835.0,,,5454147.0,34803.0,196.39111570841595,0.0036007668240041193,0.12531748777581536
2020,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2020.0,PER,Persons,0.0,Units,,,5623.0,,,5458827.0,,,,0.1030074776137804
2021,Slovak Republic,SVK,T-ACCI-CAS,Road casualties (injured + killed),2021.0,PER,Persons,0.0,Units,,,5620.0,,,5441991.0,,,,0.10327102709284158
1995,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),1995.0,PER,Persons,0.0,Units,,,8391.0,,,1987505.0,20451.0,410.29778494939126,0.020643861773902015,0.42218761713807007
1996,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),1996.0,PER,Persons,0.0,Units,,,8187.0,,,1991169.0,22095.0,370.53632043448744,0.018608983990534577,0.4111655012708615
1997,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),1997.0,PER,Persons,0.0,Units,,,9026.0,,,1986848.0,23389.0,385.9079054256274,0.019423121719710182,0.4542873939023015
1998,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),1998.0,PER,Persons,0.0,Units,,,7627.0,,,1982603.0,22856.0,333.6979348967448,0.016831303841300795,0.384696280596771
1999,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),1999.0,PER,Persons,0.0,Units,,,9314.0,,,1985557.0,24212.0,384.68528002643313,0.019374174603218802,0.46908751549313366
2000,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2000.0,PER,Persons,0.0,Units,,,11887.0,,,1990272.0,23827.0,498.8878163428044,0.02506631336534928,0.5972550485561773
2001,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2001.0,PER,Persons,0.0,Units,,,12951.0,,,1992035.0,24194.0,535.2980077705216,0.026871917801169237,0.6501391792814886
2002,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2002.0,PER,Persons,0.0,Units,,,14198.0,,,1995718.0,24626.0,576.5451149191912,0.02888910732474183,0.7114231569790922
2003,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2003.0,PER,Persons,0.0,Units,,,16945.0,,,1996773.0,24777.0,683.9003914921095,0.034250282405266376,0.848619247155285
2004,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2004.0,PER,Persons,0.0,Units,,,18997.0,,,1997004.0,25260.0,752.0585906571655,0.03765934322901534,0.9512750099649275
2005,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2005.0,PER,Persons,0.0,Units,,,14572.0,,,2001114.0,25571.0,569.8642994016659,0.028477353084415274,0.7281943957215831
2006,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2006.0,PER,Persons,0.0,Units,,,16337.0,,,2008516.0,26139.0,625.0047821263246,0.03111773977037398,0.8133865998578054
2007,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2007.0,PER,Persons,0.0,Units,,,16330.0,,,2019406.0,27590.0,591.8811163465023,0.02930966414611536,0.8086536337913228
2008,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2008.0,PER,Persons,0.0,Units,,,12623.0,,,2022629.0,28024.0,450.43534113616903,0.022269795456120182,0.6240887478623119
2009,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2009.0,PER,Persons,0.0,Units,,,12285.0,,,2042335.0,28971.0,424.044734389562,0.020762741391082362,0.6015173808410472
2010,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2010.0,PER,Persons,0.0,Units,,,10454.0,,,2049261.0,28819.0,362.74679898677954,0.017701346923929138,0.5101351170007139
2011,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2011.0,PER,Persons,0.0,Units,,,9814.0,,,2052496.0,,,,0.4781495311074906
2012,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2012.0,PER,Persons,0.0,Units,,,9278.0,,,2056262.0,,,,0.4512070932595165
2013,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2013.0,PER,Persons,0.0,Units,,,8867.0,,,2059114.0,,,,0.43062210251593647
2014,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2014.0,PER,Persons,0.0,Units,,,8328.0,,,2061623.0,,,,0.4039535841422025
2015,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2015.0,PER,Persons,0.0,Units,,,8830.0,,,2063077.0,,,,0.4280014754660151
2016,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2016.0,PER,Persons,0.0,Units,,,8586.0,,,2064241.0,,,,0.41593980547813947
2017,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2017.0,PER,Persons,0.0,Units,,,8005.0,,,2066161.0,,,,0.38743350590781644
2018,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2018.0,PER,Persons,0.0,Units,,,7779.0,,,2070050.0,,,,0.375788024443854
2019,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2019.0,PER,Persons,0.0,Units,,,7672.0,,,2089310.0,,,,0.3672025692692803
2020,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2020.0,PER,Persons,0.0,Units,,,5775.0,,,2100126.0,,,,0.27498350098994057
2021,Slovenia,SVN,T-ACCI-CAS,Road casualties (injured + killed),2021.0,PER,Persons,0.0,Units,,,6552.0,,,2107007.0,,,,0.31096242205175395
1995,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),1995.0,PER,Persons,0.0,Units,,,21745.0,,,8826944.0,106400.0,204.3703007518797,0.002315300751334547,0.2463479999419958
1996,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),1996.0,PER,Persons,0.0,Units,,,21347.0,,,8840999.0,106900.0,199.6913002806361,0.002258696107539839,0.24145461389600884
1997,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),1997.0,PER,Persons,0.0,Units,,,21821.0,,,8846059.0,107497.0,202.9917113965971,0.002294713514759478,0.24667481869609956
1998,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),1998.0,PER,Persons,0.0,Units,,,21887.0,,,8850975.0,108152.0,202.37258672978768,0.00228644399887908,0.24728349136677033
1999,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),1999.0,PER,Persons,0.0,Units,,,22544.0,,,8857879.0,110336.0,204.3213457076566,0.0023066621897596096,0.2545078793693163
2000,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2000.0,PER,Persons,0.0,Units,,,22623.0,,,8872112.0,113273.0,199.7210279590017,0.0022511103101381237,0.2549900181602757
2001,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2001.0,PER,Persons,0.0,Units,,,22913.0,,,8895963.0,114464.0,200.17647469946883,0.002250194551162913,0.2575662691043117
2002,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2002.0,PER,Persons,0.0,Units,,,25307.0,,,8924960.0,116344.0,217.51873753695935,0.0024371956573134147,0.28355309155447195
2003,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2003.0,PER,Persons,0.0,Units,,,27632.0,,,8958232.0,117084.0,236.00150319428786,0.002634465184584278,0.30845372167186563
2004,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2004.0,PER,Persons,0.0,Units,,,27062.0,,,8993534.0,118077.0,229.18942723815817,0.0025483800610322724,0.3009050724665076
2005,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2005.0,PER,Persons,0.0,Units,,,26899.0,,,9029567.0,117710.0,228.5192422054201,0.002530788488588878,0.29789911299179683
2006,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2006.0,PER,Persons,0.0,Units,,,27081.0,,,9080506.0,117951.0,229.5953404379785,0.002528442142298882,0.2982322791262954
2007,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2007.0,PER,Persons,0.0,Units,,,27220.0,,,9148093.0,120171.0,226.5105557913307,0.002476041244785451,0.2975483524271124
2008,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2008.0,PER,Persons,0.0,Units,,,26645.0,,,9219639.0,119160.0,223.60691507217186,0.0024253326520937736,0.2890026388234941
2009,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2009.0,PER,Persons,0.0,Units,,,25639.0,,,9298512.0,118660.0,216.07112759143774,0.002323717252732886,0.2757322892092842
2010,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2010.0,PER,Persons,0.0,Units,,,23571.0,B,Break,9378131.0,117935.0,199.86433204731418,0.0021311744530686785,0.2513400591226546
2011,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2011.0,PER,Persons,0.0,Units,,,22679.0,,,9449216.0,119294.0,190.11014803762134,0.0020119145126709067,0.24000932987456314
2012,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2012.0,PER,Persons,0.0,Units,,,23110.0,,,9519379.0,118479.0,195.05566387292265,0.0020490376932457742,0.24276793685806605
2013,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2013.0,PER,Persons,0.0,Units,,,20522.0,,,9600374.0,118568.0,173.0821132177316,0.001802868442601628,0.2137625055023898
2014,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2014.0,PER,Persons,0.0,Units,,,17795.0,,,9696105.0,120664.0,147.475634820659,0.0015209781125581766,0.18352730297371986
2015,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2015.0,PER,Persons,0.0,Units,,,19902.0,,,9799183.0,122392.0,162.6086672331525,0.0016594104552711433,0.2030985644415458
2016,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2016.0,PER,Persons,0.0,Units,,,18933.0,,,9923086.0,104243.0,181.62370614813463,0.001830314744305699,0.19079749989065903
2017,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2017.0,PER,Persons,0.0,Units,,,19914.0,,,10057695.0,106088.0,187.7120880778222,0.0018663529573905572,0.19799765254364943
2018,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2018.0,PER,Persons,0.0,Units,,,18825.0,,,10175215.0,107074.0,175.81298914769226,0.001727855275271257,0.18500837574439458
2019,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2019.0,PER,Persons,0.0,Units,,,17940.0,,,10278888.0,106492.0,168.46335874995304,0.0016389259105649662,0.17453249806788437
2020,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2020.0,PER,Persons,0.0,Units,,,15558.0,,,10353444.0,99665.0,156.10294486529875,0.001507739307473907,0.15026883807938693
2021,Sweden,SWE,T-ACCI-CAS,Road casualties (injured + killed),2021.0,PER,Persons,0.0,Units,,,16147.0,,,10415812.0,98784.0,163.457644962747,0.0015693221513862479,0.15502391940253912
1995,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),1995.0,PER,Persons,0.0,Units,,,29451.0,,,7040687.0,,,,0.41829724854975087
1996,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),1996.0,PER,Persons,0.0,Units,,,27155.0,,,7071851.0,,,,0.3839871626254569
1997,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),1997.0,PER,Persons,0.0,Units,,,27872.0,,,7088906.0,,,,0.3931777343358763
1998,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),1998.0,PER,Persons,0.0,Units,,,28387.0,,,7110002.0,78009.0,363.8939096770886,0.00511805636168722,0.39925445871885834
1999,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),1999.0,PER,Persons,0.0,Units,,,30110.0,,,7143991.0,78973.0,381.26954782014104,0.005336926485771623,0.4214730953608424
2000,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2000.0,PER,Persons,0.0,Units,,,30650.0,,,7184250.0,80499.0,380.7500714294588,0.005299788724354787,0.42662769252183597
2001,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2001.0,PER,Persons,0.0,Units,,,30704.0,,,7226647.0,81109.0,378.55231848500165,0.0052382843452157225,0.42487200495610206
2002,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2002.0,PER,Persons,0.0,Units,,,30287.0,,,7284754.0,82003.0,369.3401460922162,0.005070042805731205,0.41575872019837595
2003,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2003.0,PER,Persons,0.0,Units,,,30644.0,,,7339002.0,82774.0,370.21286877521925,0.005044457935496125,0.4175499611527562
2004,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2004.0,PER,Persons,0.0,Units,,,29256.0,,,7389626.0,83587.0,350.0065799705696,0.004736458651230381,0.3959063692803939
2005,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2005.0,PER,Persons,0.0,Units,,,27163.0,,,7437116.0,83937.0,323.6117564363749,0.004351307098563137,0.3652356639320941
2006,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2006.0,PER,Persons,0.0,Units,,,27088.0,,,7483935.0,84783.0,319.49801257327533,0.004269117951629394,0.36194862729299493
2007,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2007.0,PER,Persons,0.0,Units,,,27516.0,,,7551117.0,85757.0,320.86010471448395,0.004249174058811219,0.3643964197614737
2008,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2008.0,PER,Persons,0.0,Units,,,25913.0,,,7647676.0,87626.684209783,295.72042162365614,0.0038668011252523792,0.3388349611045238
2009,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2009.0,PER,Persons,0.0,Units,,,25479.0,,,7743832.0,90239.259008148,282.34939293660887,0.0036461198142806925,0.3290231502956159
2010,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2010.0,PER,Persons,0.0,Units,,,24564.0,,,7824910.0,92419.387321189,265.788388259183,0.0033966957863947704,0.313920543495069
2011,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2011.0,PER,Persons,0.0,Units,,,23562.0,,,7912396.0,93400.149412342,252.26940372417107,0.003188280815623625,0.2977859045477501
2012,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2012.0,PER,Persons,0.0,Units,,,22557.0,,,7996861.0,94987.570779686,237.473174804298,0.002969579873956769,0.2820731784633996
2013,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2013.0,PER,Persons,0.0,Units,,,21648.0,,,8089346.0,96362.440481672,224.65184455469887,0.0027771323485816886,0.2676112506499289
2014,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2014.0,PER,Persons,0.0,Units,,,21764.0,,,8188646.0,97720.369848966,222.71712677344405,0.0027198284890254634,0.2657826458733227
2015,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2015.0,PER,Persons,0.0,Units,,,21791.0,,,8282398.0,99158.08360765,219.76019712344294,0.00265334021769351,0.26310013114559333
2016,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2016.0,PER,Persons,0.0,Units,,,21608.0,,,8373334.0,101275.7072384,213.3581743264,0.002548067165676181,0.2580573042948006
2017,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2017.0,PER,Persons,0.0,Units,,,21643.0,,,8451834.0,103104.041618,209.91417659636673,0.0024836523835698467,0.2560745987202304
2018,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2018.0,PER,Persons,0.0,Units,,,22064.0,,,8514327.0,104331.24281709,211.4802757471399,0.002483816697986111,0.2591396830307316
2019,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2019.0,PER,Persons,0.0,Units,,,21467.0,,,8575280.0,105566.43633,203.35061735809947,0.0023713583388309126,0.25033584909180806
2020,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2020.0,PER,Persons,0.0,Units,,,20022.0,,,8638169.0,86344.5984735,231.88480060098894,0.0026844207447317705,0.23178523133779855
2021,Switzerland,CHE,T-ACCI-CAS,Road casualties (injured + killed),2021.0,PER,Persons,0.0,Units,,,20734.0,,,8704542.0,,,,0.23819748356662535
1995,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),1995.0,PER,Persons,0.0,Units,,,120323.0,,,59756000.0,155202.0,775.2670713006275,0.0012973878293403634,0.2013571858892831
1996,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),1996.0,PER,Persons,0.0,Units,,,110027.0,,,60671000.0,167871.0,655.4258925007894,0.0010802951863341454,0.1813502332250993
1997,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),1997.0,PER,Persons,0.0,Units,,,111371.0,,,61582000.0,180967.0,615.4215962026226,0.0009993530515452933,0.1808499236789971
1998,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),1998.0,PER,Persons,0.0,Units,,,131876.0,,,62464000.0,186159.0,708.4051805177295,0.001134101531310402,0.21112320696721312
1999,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),1999.0,PER,Persons,0.0,Units,,,130871.0,,,63364000.0,175236.0,746.8271359766258,0.001178630035945688,0.2065384129789786
2000,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2000.0,PER,Persons,0.0,Units,,,142261.0,,,64268751.0,185681.0,766.1580883342938,0.0011921160383750009,0.22135329812150856
2001,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2001.0,PER,Persons,0.0,Units,,,120589.0,,,65166330.5,168211.0,716.8912853499473,0.0011000946038383231,0.18504801340624819
2002,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2002.0,PER,Persons,0.0,Units,,,120505.0,,,66002505.5,163327.0,737.8143234125405,0.0011178580537560662,0.182576402345817
2003,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2003.0,PER,Persons,0.0,Units,,,122160.0,,,66794551.0,164311.0,743.4681792454553,0.0011130671111861435,0.1828891701061064
2004,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2004.0,PER,Persons,0.0,Units,,,140864.0,,,67598736.0,174312.0,808.1141860571847,0.0011954575394089984,0.20838259460946135
2005,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2005.0,PER,Persons,0.0,Units,,,158591.0,,,68435380.0,182152.0,870.6519829592867,0.0012722249558039813,0.23173832014960682
2006,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2006.0,PER,Persons,0.0,Units,,,173713.0,,,69295253.0,187593.0,926.0100323572841,0.0013363253502477062,0.25068528142901797
2007,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2007.0,PER,Persons,0.0,Units,,,194064.0,,,70158111.5,209115.0,928.0252492647586,0.0013227625850002513,0.27660949796232753
2008,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2008.0,PER,Persons,0.0,Units,,,188704.0,,,71051689.0,206098.0,915.6032567031218,0.0012886439007848524,0.2655869306639565
2009,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2009.0,PER,Persons,0.0,Units,,,205704.0,,,72039215.0,212464.0,968.1828450937571,0.001343966400930045,0.28554447740720107
2010,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2010.0,PER,Persons,0.0,Units,,,215541.0,,,73142162.0,226913.0,949.8838761992482,0.0012986817045403283,0.2946877616223595
2011,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2011.0,PER,Persons,0.0,Units,,,241909.0,,,74223642.0,242265.0,998.5305347450106,0.001345299836870051,0.32591906497932294
2012,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2012.0,PER,Persons,0.0,Units,,,271829.0,,,75175836.0,258874.0,1050.0436505790462,0.0013967834698626381,0.36159092397722054
2013,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2013.0,PER,Persons,0.0,Units,,,278514.0,,,76147634.0,268178.0,1038.5415656765283,0.0013638527044405981,0.3657552905714707
2014,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2014.0,PER,Persons,0.0,Units,,,288583.0,,,77181894.0,276073.0,1045.3141017049838,0.0013543514515269395,0.3738998682773968
2015,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2015.0,PER,Persons,0.0,Units,,,311951.0,B,Break,78218488.0,290734.0,1072.9773607490008,0.0013717694987264403,0.39882003344273287
2016,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2016.0,PER,Persons,0.0,Units,,,311112.0,,,79277971.0,300852.0,1034.103147062343,0.0013044016313968768,0.3924318396090132
2017,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2017.0,PER,Persons,0.0,Units,,,307810.0,,,80312708.0,314734.0,978.00047023836,0.0012177406223662138,0.3832643770398079
2018,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2018.0,PER,Persons,0.0,Units,,,313746.0,,,81407211.0,329363.0,952.584230772734,0.001170147237660229,0.385403204637486
2019,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2019.0,PER,Persons,0.0,Units,,,288707.0,,,82579448.0,339601.0,850.1358947706279,0.001029476359263903,0.3496112010823807
2020,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2020.0,PER,Persons,0.0,Units,,,231132.0,,,83384688.0,288992.0,799.7868453105968,0.0009591531305011261,0.2771875814897814
2021,Türkiye,TUR,T-ACCI-CAS,Road casualties (injured + killed),2021.0,PER,Persons,0.0,Units,,,280007.0,,,84147326.0,336188.0,832.8881459183552,0.000989797520028569,0.33275804866336456
1995,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),1995.0,PER,Persons,0.0,Units,,,322412.0,,,58024799.0,661200.0,487.61645493042954,0.0008403587144359251,0.5556451819850337
1996,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),1996.0,PER,Persons,0.0,Units,,,333153.0,,,58164374.0,665465.47196005,500.63153392277,0.0008607185111676265,0.5727784502589163
