Year,Country,COUNTRY,VARIABLE,Variable,YEAR,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Injuries,Flag Codes,Flags,Population,Passenger_kilometres,Injuries_passenger_kilometres,Percentage_inj_pk_pop,Percentage_inj_pop
1997,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),1997.0,PER,Persons,0.0,Units,,,340501.0,,,58314249.0,676368.44245462,503.42532062004864,0.000863297271684059,0.5839070310242699
1998,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),1998.0,PER,Persons,0.0,Units,,,338614.0,,,58474943.0,680577.52258647,497.53920569273254,0.0008508588126246357,0.57907538276694
1999,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),1999.0,PER,Persons,0.0,Units,,,333759.0,,,58684427.0,688286.68197619,484.91276780442746,0.0008263057042448885,0.5687352114727132
2000,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2000.0,PER,Persons,0.0,Units,,,335003.0,,,58886065.0,685066.07249072,489.0083065740174,0.0008304312855240327,0.5689002992473686
2001,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2001.0,PER,Persons,0.0,Units,,,326451.0,,,59113016.0,697936.19970162,467.7375956993827,0.0007912599074616371,0.5522489327900305
2002,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2002.0,PER,Persons,0.0,Units,,,314519.0,,,59365677.0,719619.46918281,437.0629387739654,0.0007362216028867412,0.5297993990702742
2003,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2003.0,PER,Persons,0.0,Units,,,300932.0,,,59636662.0,714356.3389006,421.26314783338626,0.0007063828418723138,0.5046090607821075
2004,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2004.0,PER,Persons,0.0,Units,,,290347.0,,,59950364.0,713486.3555,406.9412088427808,0.0006787968941152397,0.4843123221070017
2005,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2005.0,PER,Persons,0.0,Units,,,279176.0,,,60413276.0,709177.5351,393.66165195945445,0.0006516144761946935,0.46211034806323037
2006,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2006.0,PER,Persons,0.0,Units,,,267586.0,,,60827067.0,712903.081,375.3469540693428,0.0006170722551349432,0.43991271188531905
2007,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2007.0,PER,Persons,0.0,Units,,,257216.0,,,61319075.0,713789.5654,360.35270402959577,0.0005876681995440991,0.41947142875198296
2008,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2008.0,PER,Persons,0.0,Units,,,240456.0,,,61823772.0,709811.338,338.7604383405891,0.0005479452763584032,0.38893776976273786
2009,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2009.0,PER,Persons,0.0,Units,,,231913.0,,,62260486.0,706186.1861,328.4020624656622,0.0005274646626845512,0.37248825844372624
2010,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2010.0,PER,Persons,0.0,Units,,,217605.0,,,62759456.0,695783.8464,312.74799081049775,0.0004983280779401558,0.34672862683832056
2011,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2011.0,PER,Persons,0.0,Units,,,212710.0,,,63285145.0,696289.4127,305.4907860442325,0.0004827211599882287,0.33611363298606645
2012,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2012.0,PER,Persons,0.0,Units,,,204733.0,,,63705030.0,703196.6883,291.14613792472267,0.0004570222130414548,0.32137650669028806
2013,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2013.0,PER,Persons,0.0,Units,,,192693.0,,,64105654.0,699484.0759,275.4787516099907,0.00042972613868035833,0.30058659100490576
2014,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2014.0,PER,Persons,0.0,Units,,,203865.0,,,64596752.0,716223.8557,284.6386620294195,0.000440639278627228,0.3155963631112598
2015,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2015.0,PER,Persons,0.0,Units,,,195926.0,,,65110034.0,721385.3778,271.5968552031274,0.00041713517643552055,0.30091521684660766
2016,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2016.0,PER,Persons,0.0,Units,,,190975.0,,,65648054.0,731444.369,261.0929936627894,0.0003977162729953723,0.2909073283421318
2017,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2017.0,PER,Persons,0.0,Units,,,180177.0,,,66040229.0,745354.94,241.73315333497357,0.0003660392415280292,0.2728291569067697
2018,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2018.0,PER,Persons,0.0,Units,,,169137.0,,,66435550.0,756707.0623,223.51714213676104,0.0003364420737643642,0.25458809327235193
2019,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2019.0,PER,Persons,0.0,Units,,,162030.0,,,66796807.0,770193.6377,210.3756666750248,0.0003149486871056947,0.24257147501077408
2020,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2020.0,PER,Persons,0.0,Units,,,122071.0,,,67081234.0,,,,0.18197488734330677
2021,United Kingdom,GBR,T-ACCI-CAS,Road casualties (injured + killed),2021.0,PER,Persons,0.0,Units,,,135401.0,,,67026292.0,,,,0.20201177173876783
1995,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),1995.0,PER,Persons,0.0,Units,,,3507000.0,E,Estimated value,266278393.0,3899426.0,899.3631370360663,0.00033775295355491583,1.3170426486688314
1996,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),1996.0,PER,Persons,0.0,Units,,,3525000.0,E,Estimated value,269394284.0,3985064.0,884.5529206055411,0.0003283488081007469,1.308491014605195
1997,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),1997.0,PER,Persons,0.0,Units,,,3390000.0,E,Estimated value,272646925.0,4078278.0,831.2331822401513,0.00030487531896431673,1.2433663060751556
1998,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),1998.0,PER,Persons,0.0,Units,,,3234000.0,E,Estimated value,275854104.0,4204228.0,769.2256461828426,0.00027885234804512555,1.1723588495170623
1999,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),1999.0,PER,Persons,0.0,Units,,,3278000.0,E,Estimated value,279040168.0,4277003.0,766.4245267071358,0.0002746645876113205,1.1747412652073805
2000,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2000.0,PER,Persons,0.0,Units,,,3231000.0,E,Estimated value,282162411.0,4353880.0,742.0967045485866,0.0002630033894020655,1.145085197049865
2001,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2001.0,PER,Persons,0.0,Units,,,3075000.0,E,Estimated value,284968955.0,4355728.0,705.9669474310609,0.00024773468654894736,1.0790649107724735
2002,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2002.0,PER,Persons,0.0,Units,,,2969000.0,E,Estimated value,287625193.0,4450661.0,667.0919218516082,0.00023193097756621345,1.0322461565458212
2003,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2003.0,PER,Persons,0.0,Units,,,2932000.0,E,Estimated value,290107933.0,4483127.0,654.0077941133499,0.0002254360256027021,1.010658333152165
2004,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2004.0,PER,Persons,0.0,Units,,,2831000.0,E,Estimated value,292805298.0,4554468.0,621.5874170155548,0.00021228694332421362,0.9668540901879445
2005,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2005.0,PER,Persons,0.0,Units,,,2742000.0,E,Estimated value,295516599.0,4582280.0,598.392066831359,0.00020249017106188302,0.9278666610534456
2006,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2006.0,PER,Persons,0.0,Units,,,2575000.0,E,Estimated value,298379912.0,4530078.0,568.4228836677867,0.0001905030669986211,0.8629937527429795
2007,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2007.0,PER,Persons,0.0,Units,,,2532000.0,E,Estimated value,301231207.0,5846312.0,433.09354683773296,0.00014377446186634074,0.8405503617027302
2008,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2008.0,PER,Persons,0.0,Units,,,2383000.0,E,Estimated value,304093966.0,5654260.0,421.4521440471432,0.0001385927348677294,0.7836393570532076
2009,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2009.0,PER,Persons,0.0,Units,,,2251000.0,E,Estimated value,306771529.0,5984972.0,376.1086935745063,0.0001226022163140525,0.7337708317775473
2010,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2010.0,PER,Persons,0.0,Units,,,2272000.0,E,Estimated value,309327143.0,5989833.0,379.30940645590624,0.00012262402929700425,0.7344974572761628
2011,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2011.0,PER,Persons,0.0,Units,,,2249000.0,E,Estimated value,311583481.0,6046500.0,371.9507152898371,0.00011937433720686788,0.7217969299213266
2012,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2012.0,PER,Persons,0.0,Units,,,2396000.0,E,Estimated value,313877662.0,6121616.0,391.3999179301675,0.00012469823925544834,0.7633547365979807
2013,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2013.0,PER,Persons,0.0,Units,,,2346000.0,E,Estimated value,316059947.0,6162599.0,380.6835395260993,0.00012044662512270157,0.7422642515345356
2014,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2014.0,PER,Persons,0.0,Units,,,2371000.0,E,Estimated value,318386329.0,6181776.0,383.54673478948445,0.00012046583029935449,0.7446927785646223
2015,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2015.0,PER,Persons,0.0,Units,,,2478000.0,E,Estimated value,320738994.0,6393041.818112,387.6089145826682,0.0001208487030992771,0.7725908125782798
2016,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2016.0,PER,Persons,0.0,Units,,,3098000.0,B,Break,323071755.0,6512056.0,475.73300966699304,0.0001472530489912351,0.9589201012016664
2017,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2017.0,PER,Persons,0.0,Units,,,2783000.0,E,Estimated value,325122128.0,6558301.0,424.34770834702465,0.00013051947923613022,0.8559860311937919
2018,United States,USA,T-ACCI-CAS,Road casualties (injured + killed),2018.0,PER,Persons,0.0,Units,,,2747000.0,P; E,Provisional value; Estimated value,326838199.0,,,,0.840477033714165
2019,United States,,,,,,,,,,,,,,328329953.0,,,,
2020,United States,,,,,,,,,,,,,,331511512.0,,,,
2021,United States,,,,,,,,,,,,,,332031554.0,,,,
