Year,Country,Location,GDP,Gov_Spending,Maintenance,Investments,Perc_Maintenance,Perc_Investments
2017,Korea,KOR,1835698176000000.0,555678976000000.0,2827723000000.0,16603065000000.0,0.5088770894942047,2.9878879203808495
2018,Korea,KOR,1898192640000000.0,591234624000000.0,2848286000000.0,15741578000000.0,0.4817522324267667,2.66249258094871
2019,Korea,KOR,1924498048000000.0,651849216000000.0,3225344000000.0,17226275000000.0,0.4947990916966908,2.642677873528347
2020,Korea,KOR,1940726144000000.0,740039872000000.0,,,,
2021,Korea,KOR,2071657984000000.0,787143488000000.0,,,,
1995,Lithuania,LTU,7760934100.0,2684879900.0,11000000.0,15000000.0,0.40970175239495815,0.5586842078113066
1996,Lithuania,LTU,9711149400.0,3551230000.0,27000000.0,24000000.0,0.7602999524108548,0.6758221799207599
1997,Lithuania,LTU,11722435000.0,5893819800.0,60000000.0,40000000.0,1.0180155151672605,0.6786770101115069
1998,Lithuania,LTU,13021016000.0,5362399900.0,60000000.0,96000000.0,1.1189020050518799,1.7902432080830077
1999,Lithuania,LTU,12710580000.0,5191910200.0,67000000.0,130000000.0,1.290469161042115,2.5038953870966414
2000,Lithuania,LTU,13351454000.0,5266350100.0,61000000.0,109000000.0,1.1582974705764435,2.069744660538235
2001,Lithuania,LTU,14177014000.0,5264950200.0,74000000.0,70000000.0,1.4055213665648727,1.3295472386424472
2002,Lithuania,LTU,15182389000.0,5343109900.0,107000000.0,112000000.0,2.0025790598093445,2.0961575205480987
2003,Lithuania,LTU,16649996000.0,5597060100.0,122000000.0,142000000.0,2.1797157404116496,2.5370461896594607
2004,Lithuania,LTU,18219670000.0,6207379900.0,122000000.0,137000000.0,1.965402504203102,2.2070503530805325
2005,Lithuania,LTU,20979924000.0,7157390100.0,125000000.0,165000000.0,1.7464466551851072,2.3053095848443417
2006,Lithuania,LTU,24053291000.0,8261690399.999999,161000000.0,242000000.0,1.948753732044958,2.929182628291179
2007,Lithuania,LTU,29011219000.0,10238510000.0,125000000.0,312000000.0,1.2208807726905575,3.0473184086356313
2008,Lithuania,LTU,32660066000.0,12454320000.0,134000000.0,437000000.0,1.0759318854823066,3.508822641460955
2009,Lithuania,LTU,26897016000.0,12090590000.0,125000000.0,448000000.0,1.0338618710914853,3.705360945991883
2010,Lithuania,LTU,28033832000.0,11881400000.0,160000000.0,422000000.0,1.346642651539381,3.5517699934351175
2011,Lithuania,LTU,31317168000.0,13319670000.0,153000000.0,343000000.0,1.1486771068652601,2.575138873560681
2012,Lithuania,LTU,33410163999.999996,12088490000.0,123000000.0,243000000.0,1.0174968089480159,2.010176622555836
2013,Lithuania,LTU,35039539000.0,12460090000.0,127000000.0,253000000.0,1.0192542750493776,2.030482925885768
2014,Lithuania,LTU,36581313000.0,12710460000.0,143000000.0,224000000.0,1.1250576297002626,1.762328035334677
2015,Lithuania,LTU,37345699000.0,13132990000.0,159000000.0,258000000.0,1.2106915485354057,1.9645183617744322
2016,Lithuania,LTU,38889863000.0,13315410000.0,152000000.0,357000000.0,1.1415345077620591,2.6811040741516785
2017,Lithuania,LTU,42276297000.0,14047530000.0,151000000.0,345000000.0,1.074922068150059,2.4559477716011284
2018,Lithuania,LTU,45515227000.0,15478010000.0,144000000.0,325000000.0,0.9303521576740162,2.0997531336392727
2019,Lithuania,LTU,48908223000.0,16989830000.000002,147000000.0,352000000.0,0.8652234895817086,2.0718276757330707
2020,Lithuania,LTU,49769582000.0,21240260000.0,140000000.0,466000000.0,0.6591256415881915,2.193946778429266
2021,Lithuania,LTU,56179074000.0,21067160000.0,146000000.0,434000000.0,0.693021745693297,2.060078339937609
1995,Netherlands,NLD,329547000000.0,177808000000.0,,,,
1996,Netherlands,NLD,344625000000.0,162719000000.0,,,,
1997,Netherlands,NLD,369046000000.0,168737000000.0,475000000.0,1122000000.0,0.2815031676514339,0.6649401139050712
1998,Netherlands,NLD,394295000000.0,175667000000.0,494000000.0,1350000000.0,0.2812138876396819,0.7684994905133007
1999,Netherlands,NLD,419459000000.0,182890000000.0,521000000.0,1500000000.0,0.28487068729837606,0.8201651265788179
2000,Netherlands,NLD,452007000000.0,191530000000.0,524000000.0,1727000000.0,0.27358638333420354,0.9016864198820027
2001,Netherlands,NLD,481881000000.0,207640000000.0,549000000.0,1847000000.0,0.26439992294355613,0.8895203236370641
2002,Netherlands,NLD,501137000000.0,218881000000.0,639000000.0,2279000000.0,0.29193945568596635,1.0412050383541742
2003,Netherlands,NLD,512810000000.0,229208000000.0,587000000.0,2328000000.0,0.2560992635510104,1.0156713552755576
2004,Netherlands,NLD,529286000000.0,231037000000.0,611000000.0,2334000000.0,0.26445980513943657,1.0102277990105482
2005,Netherlands,NLD,550883000000.0,234593000000.0,725000000.0,1636000000.0,0.3090458794593189,0.6973780121316493
2006,Netherlands,NLD,584546000000.0,253629000000.0,1040000000.0,1654000000.0,0.4100477469059138,0.6521336282522897
2007,Netherlands,NLD,619170000000.0,264371000000.0,1091000000.0,1680000000.0,0.4126776386214827,0.6354706075931172
2008,Netherlands,NLD,647198000000.0,281277000000.0,1231000000.0,2194000000.0,0.4376468747889091,0.7800140075441646
2009,Netherlands,NLD,624842000000.0,299259000000.0,827000000.0,2363000000.0,0.27634924931246846,0.7896170207078149
2010,Netherlands,NLD,639187000000.0,307878000000.0,1209000000.0,2300000000.0,0.3926880127842847,0.7470491558344539
2011,Netherlands,NLD,650359000000.0,306631000000.0,323000000.0,2287000000.0,0.10533833826325455,0.7458476148856443
2012,Netherlands,NLD,652966000000.0,307043000000.0,,,,
2013,Netherlands,NLD,660463000000.0,309368000000.0,,,,
2014,Netherlands,NLD,671560000000.0,309489000000.0,,,,
2015,Netherlands,NLD,690008000000.0,309465000000.0,,,,
2016,Netherlands,NLD,708337000000.0,309167000000.0,,,,
2017,Netherlands,NLD,738146000000.0,313410000000.0,,,,
2018,Netherlands,NLD,773987000000.0,327239000000.0,,,,
2019,Netherlands,NLD,813055000000.0,342493000000.0,,,,
2020,Netherlands,NLD,796530000000.0,380991000000.0,,,,
2021,Netherlands,NLD,856356000000.0,399073000000.0,,,,
1995,New Zealand,NZL,96236000000.0,39542188000.0,,,,
1996,New Zealand,NZL,101101000000.0,40636063000.0,,,,
1997,New Zealand,NZL,104815000000.0,42716777000.0,,,,
1998,New Zealand,NZL,106826000000.0,42829285000.0,602921835.0,368885059.0,1.4077326646942623,0.8612916582660674
1999,New Zealand,NZL,113229000000.0,44582645000.0,663273374.0,371833197.0,1.4877389486424595,0.8340312626135126
2000,New Zealand,NZL,119839000000.0,45220016000.0,661771513.0,425576005.0,1.4634482062102765,0.9411230747905971
2001,New Zealand,NZL,128712000000.0,47795750000.0,724338666.0,366539687.0,1.5154876029772522,0.7668876144845514
2002,New Zealand,NZL,135181000000.0,49576746000.0,751280389.0,368173787.0,1.515388664274174,0.7426340304787249
2003,New Zealand,NZL,144502000000.0,53374516000.0,806908203.0,385637332.0,1.5117855176429142,0.7225120917255718
2004,New Zealand,NZL,154559000000.0,57001965000.0,901059035.0,500426191.0,1.580750830256466,0.8779104211582881
2005,New Zealand,NZL,162937000000.0,61654070000.0,998941292.0,609483697.0,1.620235763835218,0.9885538732479462
2006,New Zealand,NZL,172004000000.0,66780804999.99999,1044253939.0,760477754.0,1.5637037304357144,1.1387669765286597
2007,New Zealand,NZL,186673000000.0,71961516000.0,1140339558.0,900084548.0,1.5846519381275959,1.2507859728802824
2008,New Zealand,NZL,189406000000.0,78502125000.0,1198924892.0,1046917171.0,1.5272515132552145,1.3336163460543264
2009,New Zealand,NZL,194306000000.0,81535891000.0,1343320176.0,1231777572.0,1.6475200792249882,1.5107182332747182
2010,New Zealand,NZL,203342000000.0,96910266000.0,1372395615.0,1407711813.0,1.4161509111944859,1.4525930751237437
2011,New Zealand,NZL,213025000000.0,93311055000.0,1485209745.0,1617508079.0,1.5916760827535386,1.733458140624388
2012,New Zealand,NZL,217489000000.0,92158508000.0,1578805502.0,1038365120.8,1.7131413433906721,1.1267165054364812
2013,New Zealand,NZL,232792000000.0,94147398000.0,1436715243.0,1293456996.0,1.5260275626523423,1.3738637747588096
2014,New Zealand,NZL,242670000000.0,97074289000.0,1484352357.0,1458245644.0,1.5290890845463725,1.5021955442805253
2015,New Zealand,NZL,255340000000.0,99646141000.0,1511041204.0,1645296221.0,1.5164071471668932,1.65113892468751
2016,New Zealand,NZL,271271000000.0,106031020000.0,1427567035.0,1596863351.0,1.3463673507997942,1.50603413133251
2017,New Zealand,NZL,290804000000.0,110477250000.0,1575965568.0,1496284453.0,1.4265068763025872,1.3543824208151451
2018,New Zealand,NZL,306327000000.0,117668620000.0,1813000000.0,1804526231.0,1.540767623517638,1.5335662396652565
2019,New Zealand,NZL,323967000000.0,131450090000.0,1855000000.0,1769000000.0,1.4111819931047593,1.3457579222654013
2020,New Zealand,NZL,327246000000.0,152746130000.0,1846000000.0,2419000000.0,1.2085412573136878,1.5836735110735702
2021,New Zealand,NZL,354088000000.0,161795910000.0,1921000000.0,1693000000.0,1.1872982450545257,1.0463799733874608
1995,Norway,NOR,828651000000.0,487917000000.0,3938000000.0,6847000000.0,0.8071044870336554,1.4033124486336817
1996,Norway,NOR,876427000000.0,508988000000.0,3874000000.0,6410000000.0,0.7611181403097912,1.2593617138321533
1997,Norway,NOR,946567000000.0,532409000000.0,3807000000.0,6963000000.0,0.7150517741059975,1.307829131363294
1998,Norway,NOR,1020047000000.0,568853000000.0,3944000000.0,8031000000.0,0.6933249890569269,1.411788282737368
1999,Norway,NOR,1074476000000.0,601798000000.0,3960000000.0,8327000000.0,0.6580281090997312,1.383686884968046
2000,Norway,NOR,1144236000000.0,639453000000.0,4489000000.0,7373000000.0,0.7020062459633468,1.1530167189770006
2001,Norway,NOR,1211504000000.0,691188000000.0,4895000000.0,8201000000.0,0.7082009525628339,1.1865078676134424
2002,Norway,NOR,1259538000000.0,736466000000.0,7044000000.0,8741000000.0,0.9564596328954764,1.1868843911327882
2003,Norway,NOR,1308904000000.0,782884000000.0,6744000000.0,8588000000.0,0.861430301296233,1.096969666004159
2004,Norway,NOR,1408931000000.0,810109000000.0,7588000000.0,9531000000.0,0.9366640785375795,1.1765083464077057
2005,Norway,NOR,1515410000000.0,845493000000.0,7948000000.0,11709000000.0,0.9400432646988206,1.3848724945091206
2006,Norway,NOR,1662703000000.0,912970000000.0,8483000000.0,11867000000.0,0.9291652518702697,1.2998236524748896
2007,Norway,NOR,1830145000000.0,980959000000.0,8894000000.0,13908000000.0,0.9066637851327118,1.4177962585592263
2008,Norway,NOR,1944983000000.0,1057827000000.0,9447000000.0,17575000000.0,0.8930571823180917,1.6614247887414484
2009,Norway,NOR,1963405000000.0,1129245000000.0,10654000000.0,21720000000.0,0.9434622247607916,1.9234090033606526
2010,Norway,NOR,2075343000000.0,1176282000000.0,10897000000.0,21408000000.0,0.9263935008781908,1.8199717414701575
2011,Norway,NOR,2158545000000.0,1233895000000.0,12589000000.0,21912000000.0,1.020265095490297,1.7758399215492402
2012,Norway,NOR,2294241000000.0,1283758000000.0,13057000000.0,24677000000.0,1.0170920064373503,1.9222470278666228
2013,Norway,NOR,2418891000000.0,1363864000000.0,14369000000.0,30005000000.0,1.0535507939208015,2.199999413431251
2014,Norway,NOR,2533745000000.0,1452653000000.0,16627000000.0,31783000000.0,1.1445954402049217,2.1879278809185676
2015,Norway,NOR,2614084000000.0,1533194000000.0,17421000000.0,31825000000.0,1.1362554249494845,2.0757320991342256
2016,Norway,NOR,2691604000000.0,1596594000000.0,,31440000000.0,,1.9691919172939394
2017,Norway,NOR,2792034000000.0,1663422000000.0,,34681000000.0,,2.0849189201537555
2018,Norway,NOR,2935377000000.0,1735106000000.0,,38988000000.0,,2.2470096927795766
2019,Norway,NOR,3062973000000.0,1837063000000.0,,39907000000.0,,2.172326153213036
2020,Norway,NOR,3042962000000.0,1994429000000.0,,35097000000.0,,1.7597517886071654
2021,Norway,NOR,3267395000000.0,2033918000000.0,,,,
1995,Poland,POL,345060000000.0,165128000000.0,908000000.0,2024000000.0,0.5498764594738627,1.225715808342619
1996,Poland,POL,431897000000.0,220801000000.0,334000000.0,617000000.0,0.15126743085402694,0.27943714023034316
1997,Poland,POL,522582000000.0,245784000000.0,498000000.0,844000000.0,0.20261693194024022,0.3433909448947043
1998,Poland,POL,607103000000.0,273798000000.0,433000000.0,1171000000.0,0.15814578630961512,0.42768756528535634
1999,Poland,POL,674530000000.0,292387000000.0,575000000.0,1254000000.0,0.1966571701204226,0.42888363709740857
2000,Poland,POL,748483000000.0,322160000000.0,1798000000.0,4086000000.0,0.5581077725353861,1.268313881301217
2001,Poland,POL,781548000000.0,350466000000.0,2445000000.0,4017000000.0,0.6976425673246477,1.1461882179726421
2002,Poland,POL,812214000000.0,367193000000.0,3050000000.0,3992000000.0,0.8306258561573887,1.087166694354195
2003,Poland,POL,847152000000.0,386435000000.0,3170000000.0,4445000000.0,0.8203190704775706,1.1502581287926816
2004,Poland,POL,933091000000.0,405488000000.0,4777000000.0,5599000000.0,1.178086651146273,1.3808053505899065
2005,Poland,POL,990530000000.0,438169500000.0,5083000000.0,7542000000.0,1.1600533583464845,1.7212517073872096
2006,Poland,POL,1069431000000.0,475378000000.0,6506000000.0,10148000000.0,1.3685950969544236,2.1347222631253446
2007,Poland,POL,1187508000000.0,509445000000.0,5733000000.0,13029000000.0,1.1253422842505079,2.5574890321820805
2008,Poland,POL,1285571000000.0,567861000000.0,7044000000.0,15834000000.0,1.240444404528573,2.788358418697533
2009,Poland,POL,1372025000000.0,617599000000.0,10131000000.0,23111000000.0,1.6403847804157716,3.742072121230766
2010,Poland,POL,1434368000000.0,663318000000.0,10532000000.0,26006000000.0,1.5877753958131697,3.9205931393388993
2011,Poland,POL,1553641000000.0,690053000000.0,11036000000.0,34281000000.0,1.5992974452686968,4.967879278838002
2012,Poland,POL,1612739000000.0,700438000000.0,1791000000.0,18339000000.0,0.2556971494978856,2.61821888589711
2013,Poland,POL,1630126000000.0,707719000000.0,1839000000.0,10345000000.0,0.2598488948297276,1.4617383453037152
2014,Poland,POL,1700552000000.0,729663750000.0,1603000000.0,7202000000.0,0.21969023402903048,0.9870299847018575
2015,Poland,POL,1798471000000.0,750622310000.0,1738000000.0,9080000000.0,0.23154121278383,1.2096629528637377
2016,Poland,POL,1853205000000.0,766007000000.0,1827000000.0,13420000000.0,0.23850956975589,1.7519422146272814
2017,Poland,POL,1982794000000.0,821255000000.0,2199000000.0,13661000000.0,0.2677609268741134,1.663429750808214
2018,Poland,POL,2126506000000.0,881373000000.0,1980000000.0,11370000000.0,0.22464949572995768,1.2900327103280904
2019,Poland,POL,2288492000000.0,958326000000.0,2067000000.0,10380000000.0,0.21568860700847103,1.0831387231484901
2020,Poland,POL,2337672000000.0,1127866000000.0,2238000000.0,14252000000.0,0.19842782741921466,1.2636252888197712
2021,Poland,POL,2623948000000.0,1160081000000.0,2540000000.0,14467000000.0,0.21895022847542545,1.2470680926590472
1995,Portugal,PRT,89028555000.0,37951219000.0,125000000.0,737000000.0,0.32937018439381355,1.9419666071859247
1996,Portugal,PRT,94351594000.0,40711922000.0,152000000.0,748000000.0,0.3733550088841298,1.8372996489824285
1997,Portugal,PRT,102330960000.0,43448781000.0,126000000.0,970000000.0,0.28999662844396024,2.2325137269098527
1998,Portugal,PRT,111353380000.0,47559719000.0,197000000.0,905000000.0,0.41421607221859325,1.9028707886184104
1999,Portugal,PRT,119603300000.0,50909691000.0,210000000.0,552000000.0,0.4124951377135642,1.0842729334185115
2000,Portugal,PRT,128414450000.0,54783289000.0,128000000.0,961000000.0,0.23364789215192974,1.7541845652969104
2001,Portugal,PRT,135775019999.99998,59917922000.0,229000000.0,1685000000.0,0.3821894891481717,2.8121803022474645
2002,Portugal,PRT,142554270000.0,62344840000.0,181000000.0,1620000000.0,0.29032073865295027,2.5984508100429804
2003,Portugal,PRT,146067860000.0,66267273000.0,221000000.0,1537000000.0,0.3334979545634842,2.319395276760521
2004,Portugal,PRT,152248390000.0,70388273000.0,233000000.0,1933000000.0,0.3310210494864677,2.7461960886581203
2005,Portugal,PRT,158552700000.0,74144930000.0,177000000.0,2112000000.0,0.23872164961245496,2.848475276731666
2006,Portugal,PRT,166260470000.0,75225820000.0,203000000.0,1940000000.0,0.2698541537998522,2.5789017653778985
2007,Portugal,PRT,175483410000.0,78112867000.0,192000000.0,1453000000.0,0.24579817304618967,1.8601288824797586
2008,Portugal,PRT,179102780000.0,81206469000.0,141000000.0,1366000000.0,0.1736314874126592,1.6821319986219325
2009,Portugal,PRT,175416440000.0,88099367000.0,124000000.0,951000000.0,0.14075015998696108,1.0794629205451611
2010,Portugal,PRT,179610780000.0,93215563000.0,102000000.0,1511000000.0,0.10942378795695308,1.6209739568917265
2011,Portugal,PRT,176096170000.0,88088250000.0,,,,
2012,Portugal,PRT,168295560000.0,82277773000.0,165000000.0,274000000.0,0.20054018720219857,0.33301825026304493
2013,Portugal,PRT,170492270000.0,85112250000.0,174000000.0,211000000.0,0.2044359066996819,0.24790790984846484
2014,Portugal,PRT,173053690000.0,89529641000.0,,,,
2015,Portugal,PRT,179713160000.0,86707391000.0,,,,
2016,Portugal,PRT,186489810000.0,83615898000.0,,,,
2017,Portugal,PRT,195947200000.0,88897367000.0,,,,
2018,Portugal,PRT,205184130000.0,88722469000.0,,,,
2019,Portugal,PRT,214374630000.0,91004172000.0,,,,
2020,Portugal,PRT,200518860000.0,98743258000.0,,,,
2021,Portugal,PRT,214741020000.0,102536950000.0,,,,
1995,Slovak Republic,SVK,19767713000.0,9561169900.0,25000000.0,53000000.0,0.2614742783725661,0.5543254701498401
1996,Slovak Republic,SVK,22032854000.0,11736950000.0,45000000.0,79000000.0,0.38340454717792954,0.6730879828234764
1997,Slovak Republic,SVK,24456111000.0,11912580000.0,56000000.0,315000000.0,0.4700912816535125,2.644263459301008
1998,Slovak Republic,SVK,26688279000.0,12236790000.0,51000000.0,300000000.0,0.41677596820734847,2.4516233423961675
1999,Slovak Republic,SVK,28583547000.0,13710350000.0,54000000.0,204000000.0,0.39386303048426924,1.4879270040516837
2000,Slovak Republic,SVK,31661066000.0,16708330000.000002,67000000.0,227000000.0,0.4009975862339324,1.358603762314965
2001,Slovak Republic,SVK,34365527000.0,15569860000.0,68000000.0,201000000.0,0.4367412423746906,1.290955731136953
2002,Slovak Republic,SVK,37329500000.0,16965160000.0,69000000.0,260000000.0,0.4067158812531093,1.532552596026209
2003,Slovak Republic,SVK,41479496000.0,16749150000.000002,72000000.0,210000000.0,0.42987256069711,1.2537949686999041
2004,Slovak Republic,SVK,46175203000.0,17509619000.0,82000000.0,240000000.0,0.4683140164271992,1.370675170030827
2005,Slovak Republic,SVK,50485664000.0,20055949000.0,100000000.0,360000000.0,0.4986051769477475,1.794978637011891
2006,Slovak Republic,SVK,56361426000.0,21879930000.0,130000000.0,411000000.0,0.5941518094436317,1.8784337975487124
2007,Slovak Republic,SVK,63163352000.0,22979240000.0,156000000.0,520000000.0,0.6788736268040196,2.262912089346732
2008,Slovak Republic,SVK,68590531000.0,25374619000.0,161000000.0,566000000.0,0.6344922853817037,2.2305753635158028
2009,Slovak Republic,SVK,64095520000.0,28463260000.0,192000000.0,662000000.0,0.6745537932056974,2.3258052661571447
2010,Slovak Republic,SVK,68764945000.0,28977680000.0,175000000.0,342000000.0,0.6039130806883091,1.1802187062594383
2011,Slovak Republic,SVK,71785844000.0,29686660000.0,157000000.0,432000000.0,0.5288570691347562,1.4551990692115582
2012,Slovak Republic,SVK,73649258000.0,30276369000.0,193000000.0,311000000.0,0.6374608527198226,1.0272037574915274
2013,Slovak Republic,SVK,74492797000.0,31640250000.0,204000000.0,360000000.0,0.6447483822030483,1.1377912627112619
2014,Slovak Republic,SVK,76354523000.0,33028559000.0,181000000.0,550000000.0,0.5480105868378938,1.665225540115147
2015,Slovak Republic,SVK,80126047000.0,36508238000.0,201025000.0,1133782000.0,0.5506291484130239,3.1055511361572696
2016,Slovak Republic,SVK,81265195000.0,34574879000.0,215000000.0,751418000.0,0.6218387633402853,2.173306231961072
2017,Slovak Republic,SVK,84669875000.0,33440281000.000004,230000000.0,749613000.0,0.6877932634597178,2.2416468330514325
2018,Slovak Republic,SVK,89874695000.0,35652910000.0,295700000.0,768840000.0,0.8293853152519668,2.156457916057904
2019,Slovak Republic,SVK,94437484000.0,38275020000.0,,,,
2020,Slovak Republic,SVK,93413758000.0,41816840000.0,231600000.0,752200000.0,0.553843858120317,1.798796848351047
2021,Slovak Republic,SVK,98522984000.0,45656371000.0,360000000.0,1113000000.0,0.7884989369829678,2.4377758801723424
1995,Slovenia,SVN,10560810000.0,5608089800.0,53000000.0,186000000.0,0.9450633261970949,3.316637333446408
1996,Slovenia,SVN,12147285000.0,5484109900.0,96000000.0,284000000.0,1.7505119654877814,5.178597897901353
1997,Slovenia,SVN,13836531000.0,6277669900.0,101000000.0,293000000.0,1.6088772045819104,4.667336841014849
1998,Slovenia,SVN,15351768000.0,7095109900.0,93000000.0,263000000.0,1.3107619375987396,3.706778382671705
1999,Slovenia,SVN,17226586000.0,8099649900.0,101000000.0,352000000.0,1.2469674769523063,4.3458668503684335
2000,Slovenia,SVN,18853121000.0,8961559600.0,79000000.0,372000000.0,0.8815429849956027,4.151063169852712
2001,Slovenia,SVN,21147701000.0,10301370000.0,66000000.0,284000000.0,0.6406914808418686,2.756914856955919
2002,Slovenia,SVN,23548615000.0,11129370000.0,68000000.0,337000000.0,0.6109959503547819,3.0280240480817873
2003,Slovenia,SVN,25613283000.0,12077860000.0,75000000.0,470000000.0,0.6209709335925404,3.8914178505132533
2004,Slovenia,SVN,27628189000.0,12882270000.0,77000000.0,496000000.0,0.5977207433162013,3.850253099803062
2005,Slovenia,SVN,29113563000.0,13506860000.0,99000000.0,450000000.0,0.7329608806191817,3.3316403664508254
2006,Slovenia,SVN,31470342000.0,14331310000.0,140000000.0,573000000.0,0.9768820854478759,3.9982388211545214
2007,Slovenia,SVN,35073457000.0,15225330000.0,139000000.0,666000000.0,0.912952297257268,4.374289424268637
2008,Slovenia,SVN,37925699000.0,17086500000.0,148000000.0,694000000.0,0.8661809030521171,4.061686126474117
2009,Slovenia,SVN,36254926000.0,17895779000.0,151000000.0,406000000.0,0.843774389480335,2.2686914048279205
2010,Slovenia,SVN,36363910000.0,18245939000.0,137000000.0,221000000.0,0.7508520115078758,1.2112284273229237
2011,Slovenia,SVN,37058570000.0,18846670000.0,122000000.0,112000000.0,0.6473292098816396,0.5942694385798659
2012,Slovenia,SVN,36253273000.0,17892631000.0,120000000.0,102000000.0,0.6706671590108799,0.570067085159248
2013,Slovenia,SVN,36454332000.0,21970039000.0,123000000.0,104000000.0,0.5598533530140751,0.4733719407598685
2014,Slovenia,SVN,37634293000.0,19134119000.0,113000000.0,128000000.0,0.5905680841642095,0.6689620776373346
2015,Slovenia,SVN,38852641000.0,18925301000.0,100000000.0,145000000.0,0.5283931811705399,0.7661701126972829
2016,Slovenia,SVN,40443219000.0,18669680000.0,104000000.0,149000000.0,0.5570529328836916,0.7980854519199044
2017,Slovenia,SVN,43011340000.0,18955080000.0,117000000.0,217000000.0,0.6172487797466432,1.1448118393591586
2018,Slovenia,SVN,45876352000.0,19942109000.0,115000000.0,330000000.0,0.5766691978265689,1.654789872024067
2019,Slovenia,SVN,48533117000.0,20955869000.0,122000000.0,306000000.0,0.5821758095548316,1.4602114567522826
2020,Slovenia,SVN,47020648000.0,24055680000.0,139000000.0,235000000.0,0.577826110091255,0.9769002580679489
2021,Slovenia,SVN,52208066000.0,25735070000.0,134000000.0,299000000.0,0.5206902487539378,1.1618386893837864
1995,Sweden,SWE,1906773000000.0,1201894000000.0,4684000000.0,8508000000.0,0.3897182280633733,0.7078827250988856
1996,Sweden,SWE,1956434000000.0,1192831000000.0,4752000000.0,8631000000.0,0.398379988447651,0.7235727441691238
1997,Sweden,SWE,2047269000000.0,1202548000000.0,4712000000.0,7704000000.0,0.39183467104847375,0.640639708352598
1998,Sweden,SWE,2152905000000.0,1214548000000.0,6557000000.0,9328000000.0,0.5398716230235445,0.7680223424681445
1999,Sweden,SWE,2264494000000.0,1268790000000.0,6180000000.0,8160000000.0,0.4870782398978555,0.6431324332631877
2000,Sweden,SWE,2408151000000.0,1277555000000.0,6310000000.0,7703000000.0,0.493912199474778,0.6029486010387028
2001,Sweden,SWE,2503731000000.0,1315012000000.0,6988000000.0,9324000000.0,0.5314019948106937,0.7090429593037935
2002,Sweden,SWE,2598336000000.0,1393151000000.0,7373000000.0,11867000000.0,0.5292319353752752,0.851810033513955
2003,Sweden,SWE,2703551000000.0,1454124000000.0,6898000000.0,12766000000.0,0.4743749501418036,0.8779168764149412
2004,Sweden,SWE,2830194000000.0,1484735000000.0,6920000000.0,13168000000.0,0.4660764378828545,0.8868922737054088
2005,Sweden,SWE,2931085000000.0,1532881000000.0,7310000000.0,12045000000.0,0.4768798099787263,0.7857752819690503
2006,Sweden,SWE,3121668000000.0,1595140000000.0,7490000000.0,13022000000.0,0.469551261958198,0.8163546773323972
2007,Sweden,SWE,3320278000000.0,1637781000000.0,7736000000.0,13163000000.0,0.47234642482725103,0.803709409255572
2008,Sweden,SWE,3412253000000.0,1706926000000.0,8256000000.0,15426000000.0,0.4836765038437519,0.903729862923173
2009,Sweden,SWE,3341167000000.0,1750325000000.0,8355000000.0,16711000000.0,0.4773399225858055,0.9547369774184794
2010,Sweden,SWE,3573581000000.0,1802629000000.0,8342000000.0,15906000000.0,0.4627685452747071,0.8823779047158345
2011,Sweden,SWE,3727905000000.0,1856123000000.0,7732000000.0,17258000000.0,0.4165672210300718,0.9297875194693455
2012,Sweden,SWE,3743086000000.0,1908794000000.0,8348000000.0,19260000000.0,0.4373442079134784,1.0090140685689497
2013,Sweden,SWE,3822671000000.0,1974766000000.0,9028000000.0,17414000000.0,0.4571680897888661,0.8818259986246472
2014,Sweden,SWE,3992730000000.0,2024415000000.0,9256000000.0,16964000000.0,0.4572185050990039,0.8379704754212945
2015,Sweden,SWE,4260470000000.0,2102084000000.0,11072000000.0,17413000000.0,0.5267153929148407,0.8283684191497581
2016,Sweden,SWE,4415031000000.0,2194797000000.0,10698000000.0,19752000000.0,0.4874254885531555,0.8999465554217543
2017,Sweden,SWE,4625094000000.0,2277147000000.0,9973000000.0,22882000000.0,0.4379603073495036,1.004853880755173
2018,Sweden,SWE,4828306000000.0,2406967000000.0,10596000000.0,25611000000.0,0.4402220720101273,1.064036191605452
2019,Sweden,SWE,5049619000000.0,2481177000000.0,10585000000.0,26503000000.0,0.4266120474274911,1.0681624084053658
2020,Sweden,SWE,5038538000000.0,2623563000000.0,10777000000.0,30852000000.0,0.41077725215670446,1.1759580387434951
2021,Sweden,SWE,5462040000000.0,2698821000000.0,12482000000.0,29527000000.0,0.4624982538671516,1.0940703366395919
1995,Switzerland,CHE,417228340000.0,139134160000.0,1868000000.0,3895000000.0,1.3425890521781279,2.799456294557713
1996,Switzerland,CHE,420368500000.0,142779500000.0,1850000000.0,3793000000.0,1.2957042152409834,2.6565438315724594
1997,Switzerland,CHE,427826130000.0,145285560000.0,1814000000.0,3841000000.0,1.2485755638757217,2.6437589530576884
1998,Switzerland,CHE,439954880000.0,148204950000.0,1869000000.0,3727000000.0,1.2610914817622487,2.5147608092712153
1999,Switzerland,CHE,447465780000.0,153655130000.0,2091000000.0,4166000000.0,1.3608396934095204,2.7112664575533536
2000,Switzerland,CHE,471540030000.0,157017130000.0,1192000000.0,4231000000.0,0.7591528389291028,2.6946104542861025
2001,Switzerland,CHE,483636910000.0,157677450000.0,2130000000.0,4177000000.0,1.3508589845916459,2.649078863210941
2002,Switzerland,CHE,482077190000.0,168988480000.0,2131000000.0,4177000000.0,1.2610327047145462,2.4717661227558234
